COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Tarrant,SS0303 R,195.25,397,75.04,88.79,3.0,14245.49,181.07
Tarrant,SS0341 L,4.4,11,47.09,81.82,2.47,11960.91,0.0
Tarrant,SS0341 R,11.69,28,72.55,87.04,2.88,10145.06,34.29
Tarrant,SS0347 L,2.6,8,20.44,94.48,1.65,18666.33,653.58
Tarrant,SS0347 R,4.19,7,16.08,77.84,1.35,19789.54,26.7
Tarrant,SS0465 L,10.14,21,7.43,80.9,0.83,12663.27,0.0
Tarrant,SS0465 R,7.82,17,9.24,92.15,0.86,13161.55,0.0
Tarrant,SS0474 K,5.34,12,58.87,97.33,2.5,10059.34,0.0
Tarrant,SS0580 L,5.23,13,81.07,92.64,2.94,2946.99,5.7
Tarrant,US0081 L,59.77,143,65.69,79.5,3.08,9440.47,3720.58
Tarrant,US0081 R,59.77,143,55.06,66.25,2.95,9440.47,3720.58
Tarrant,US0081 X,9.51,18,98.92,99.17,3.22,1687.23,668.13
Tarrant,US0287 A,36.74,76,80.93,94.08,2.68,5670.84,3017.05
Tarrant,US0287 L,292.41,653,83.52,86.12,3.37,23763.67,2854.71
Tarrant,US0287 R,293.19,646,85.02,91.05,3.25,23752.28,2829.74
Tarrant,US0287 X,35.72,73,82.03,90.89,2.76,5032.89,3156.6
Tarrant,US0377 K,234.36,479,84.17,95.8,3.2,30249.69,958.86
Tarrant,US0377 L,48.78,97,69.21,92.7,2.71,14596.82,1254.68
Tarrant,US0377 R,51.93,103,73.49,92.81,2.8,14435.88,1254.19
Taylor,BI0020NK,52.55,126,91.93,92.46,3.05,357.68,236.31
Taylor,BI0020RK,3.7,19,53.46,80.61,2.43,12974.26,164.96
Taylor,BI0020RL,1.74,9,48.74,98.8,2.32,10162.95,133.53
Taylor,BI0020RR,1.08,7,64.15,93.36,2.64,10074.16,104.33
Taylor,FM0089 K,0.25,1,73.0,91.0,2.83,68490.0,625.0
Taylor,FM3438 K,6.13,8,92.54,94.64,3.3,6721.38,3613.4
Taylor,IH0020 L,3.97,8,97.36,97.36,4.21,12570.69,1824.24
Taylor,IH0020 R,3.48,7,100.0,100.0,3.93,12555.83,1491.32
Taylor,SH0351 L,0.88,2,64.0,100.0,3.29,8460.5,137.0
Taylor,SH0351 R,2.64,6,77.17,100.0,3.59,8967.67,63.33
Taylor,US0083 L,91.42,171,90.16,90.19,3.83,14347.08,692.41
Taylor,US0083 R,90.85,170,94.71,94.85,3.94,14117.22,733.92
Titus,BU0271EK,7.16,15,87.63,90.68,3.53,16160.67,1996.98
Titus,BU0271EL,4.62,16,86.75,100.0,3.4,8087.33,269.77
Titus,FM0021 K,1.23,3,32.41,32.41,2.99,1287.13,5372.91
Titus,FM0127 K,1.88,5,99.2,100.0,3.41,3908.6,725.0
Titus,FM4000 K,2.43,10,99.05,100.0,4.04,4196.53,21528.88
Titus,SH0049 K,5.45,15,73.51,77.36,3.44,15293.83,6357.56
Titus,US0067 K,2.0,4,68.75,79.5,2.94,8631.75,38847.25
Titus,US0271 A,4.0,8,100.0,100.0,3.87,499.0,1290.88
Titus,US0271 L,53.79,109,96.04,96.41,3.9,6182.39,1194.17
Titus,US0271 R,48.8,101,97.18,97.47,3.92,6020.67,1239.79
Titus,US0271 X,10.17,27,94.45,95.57,3.78,1371.96,1181.74
Tom Green,US0067 A,1.0,2,86.5,86.5,3.84,11154.0,3738.0
Travis,FM0969 K,3.5,7,73.29,93.0,2.86,35768.14,3660.29
Travis,IH0035 L,53.42,107,94.5,94.59,3.88,78013.57,1014.17
Travis,IH0035 R,47.46,95,94.85,95.91,3.71,79332.31,1052.04
Travis,RM0620 L,1.17,2,50.0,50.0,3.27,16999.5,708.0
Travis,RM0620 R,1.17,2,46.0,50.0,3.11,16999.5,708.0
Travis,SH0045 L,143.9,304,99.22,99.6,4.01,7856.97,284.16
Travis,SH0045 R,172.46,301,79.5,98.95,3.97,6343.95,233.68
Travis,SH0071 A,0.46,2,89.98,100.0,3.34,9068.7,42.21
Travis,SH0071 L,70.02,152,98.73,99.5,3.8,37132.11,517.11
Travis,SH0071 R,70.03,152,99.53,99.78,3.89,36873.12,516.23
Travis,SH0130 A,31.57,68,96.33,99.23,3.45,2374.98,4064.26
Travis,SH0130 L,497.29,1004,92.42,95.33,3.84,13857.65,2202.27
Travis,SH0130 R,494.07,1000,91.61,93.89,3.9,13849.91,2164.94
Travis,SH0130 X,22.51,52,98.45,99.24,3.36,2628.54,3913.55
Travis,SL0001 A,0.5,1,100.0,100.0,3.64,21656.0,0.0
Travis,SL0001 L,41.5,99,96.35,96.81,3.76,33764.71,3226.45
Travis,SL0001 R,42.99,100,97.36,97.36,3.75,32845.2,3105.76
Travis,SL0360 L,0.9,2,100.0,100.0,3.33,42364.93,245.68
Travis,SL0360 R,1.36,3,85.32,90.66,3.27,45745.17,0.0
Travis,US0183 A,19.42,40,91.66,92.89,3.38,8391.22,18.85
Travis,US0183 L,270.86,605,91.68,94.34,3.53,54205.02,502.16
Travis,US0183 R,266.98,603,92.78,94.8,3.61,54753.24,493.87
Travis,US0183 X,22.71,45,93.79,97.31,3.39,6570.72,16.83
Travis,US0290 L,195.98,460,95.16,98.03,3.69,37469.34,313.8
Travis,US0290 R,195.53,458,91.37,97.57,3.55,37581.92,314.14
Trinity,FM0356 K,2.48,5,100.0,100.0,3.39,2600.81,849.58
Trinity,SH0019 K,1.08,5,11.2,13.04,3.47,10481.69,10397.78
Trinity,SH0094 K,2.53,7,99.71,99.71,4.15,3270.93,3465.42
Tyler,RE0255 K,0.06,1,0.0,0.0,3.2,568.0,0.0
Upshur,SH0155 K,5.4,8,98.85,100.0,4.57,8100.02,394.47
Upshur,SH0155 L,1.16,8,83.77,100.0,2.9,3875.82,144.12
Upshur,US0271 K,0.4,1,100.0,100.0,3.9,23786.0,8943.0
Upshur,US0271 L,3.96,8,97.86,97.86,3.95,7579.13,2872.29
Uvalde,SH0055 K,3.0,6,84.5,88.33,3.28,1654.0,3045.5
Uvalde,SH0127 K,3.0,6,60.33,99.5,2.18,1066.83,1830.5
Val Verde,SS0297 L,0.35,4,24.46,89.16,1.45,6903.82,82.1
Val Verde,SS0297 R,1.26,11,13.94,80.19,1.11,6918.13,1409.71
Val Verde,UP0277 K,0.97,4,89.75,100.0,3.78,7529.0,30.0
Val Verde,US0090 K,3.5,7,84.14,84.57,3.41,1472.71,2367.29
Van Zandt,IH0020 L,89.31,180,95.24,95.25,4.61,19216.33,3600.67
Van Zandt,IH0020 R,92.28,186,89.58,89.64,4.32,19096.37,3537.2
Van Zandt,IH0020 X,10.39,21,94.27,94.27,3.37,130.07,6540.75
Van Zandt,SH0019 K,3.31,6,92.0,92.0,3.91,13461.5,6384.83
Victoria,BU0077SK,0.0,1,100.0,100.0,2.9,1839.0,0.0
Victoria,FM0616 K,0.03,4,33.5,77.75,1.7,1057.25,17.0
Victoria,US0059 A,1.59,6,52.17,84.01,2.27,4168.66,559.6
Victoria,US0059 X,0.98,2,22.48,90.59,0.84,1304.85,1652.27
Victoria,US0077 K,6.77,13,98.46,98.46,4.3,12559.5,5771.39
Victoria,US0077 L,2.0,4,100.0,100.0,4.1,9127.5,77.25
Victoria,US0077 R,1.0,2,100.0,100.0,4.15,9023.0,66.0
Victoria,US0087 K,1.87,4,76.27,100.0,2.8,15476.15,824.06
Walker,FM1374 K,0.67,5,81.4,100.0,2.86,3249.0,437.6
Walker,FM1375 K,2.0,4,71.5,100.0,2.64,5878.0,2589.25
Walker,IH0045 A,68.79,144,78.97,83.43,2.52,417.55,484.36
Walker,IH0045 L,57.38,119,99.09,99.14,4.16,27334.61,1439.22
Walker,IH0045 R,58.06,120,98.97,99.29,4.13,27336.28,1403.44
Walker,IH0045 X,9.43,19,91.0,99.79,3.29,2071.14,1390.37
Walker,PR0040 K,1.5,3,100.0,100.0,3.13,1068.33,7314.67
Walker,SH0019 K,3.02,10,78.24,79.85,3.4,14148.45,11936.35
Walker,SH0019 L,2.78,4,100.0,100.0,4.27,6667.59,8606.66
Walker,SH0019 R,3.64,5,97.0,97.0,4.27,6587.99,7746.42
Walker,SH0030 A,1.06,3,86.26,100.0,2.77,983.02,772.16
Walker,SH0030 L,8.52,18,100.0,100.0,3.57,6370.9,937.24
Walker,SH0030 R,8.54,18,99.95,100.0,3.54,6366.64,939.33
Walker,SH0150 K,7.04,17,93.62,96.42,3.4,3554.57,744.34
Waller,FM0359 K,2.08,8,97.79,100.0,3.3,5251.2,1052.89
Waller,FM0359 L,26.95,67,98.34,99.98,3.64,1747.39,368.31
Waller,FM0359 R,27.05,67,94.48,100.0,3.53,1749.36,373.78
Waller,FM0529 K,0.63,3,69.4,69.4,3.02,1496.93,75.76
Waller,FM1098 K,19.3,43,44.99,89.94,2.33,9639.16,248.45
Waller,FM1774 K,3.29,8,100.0,100.0,4.48,7382.07,0.0
Waller,FM1774 L,3.26,8,100.0,100.0,4.12,4477.5,13.84
Waller,FM1774 R,3.28,8,100.0,100.0,4.36,4477.5,13.92
Waller,IH0010 A,23.42,51,82.22,85.87,3.55,959.29,800.72
Waller,IH0010 L,223.5,496,95.88,96.72,3.76,26075.68,703.76
Waller,IH0010 R,190.2,430,96.91,98.2,3.69,26782.23,725.32
Waller,IH0010 X,19.04,58,82.57,87.37,3.46,1035.04,338.69
Waller,SH0006 K,1.84,23,87.03,99.61,3.13,21596.33,92.8
Waller,SH0159 K,0.59,3,0.0,66.21,0.87,4238.17,644.87
Waller,US0090 K,0.5,1,55.0,100.0,1.95,1050.0,127.0
Waller,US0290 A,15.63,35,96.98,97.26,3.71,2742.76,2357.7
Waller,US0290 L,263.24,555,96.95,97.03,3.99,18899.83,1381.61
Waller,US0290 R,260.13,548,94.35,94.46,3.94,18836.31,1361.93
Waller,US0290 X,23.98,49,95.41,95.41,3.67,1975.9,2411.94
Washington,BS0036JK,0.62,6,30.83,94.17,1.98,17376.67,7.17
Washington,BU0290FL,0.19,1,0.0,100.0,0.0,1498.0,19.0
Washington,BU0290FR,0.29,2,33.53,100.0,1.49,1429.92,17.24
Washington,FM0577 K,0.8,9,35.8,100.0,2.03,5872.33,728.0
Washington,SH0036 A,1.49,7,92.16,100.0,2.23,315.91,1804.31
Washington,SH0036 K,8.86,21,86.18,94.37,4.01,14294.54,2829.5
Washington,SH0036 R,8.15,16,100.0,100.0,3.97,6958.51,5007.17
Washington,SH0036 X,1.9,7,98.39,100.0,3.16,267.45,2165.92
Washington,US0290 A,2.85,6,78.17,95.83,2.87,8014.32,1657.37
Washington,US0290 L,15.82,32,87.71,88.88,3.58,12283.24,1870.11
Washington,US0290 R,16.69,34,88.71,89.82,3.61,12248.29,1868.33
Webb,FM1472 A,3.02,9,75.91,89.06,2.28,1083.43,261.34
Webb,FM1472 L,22.56,51,73.54,91.64,3.19,19451.67,462.57
Webb,FM1472 R,24.62,53,63.55,94.57,2.93,18353.79,534.93
Webb,FM1472 X,3.06,9,78.15,97.32,2.25,1093.5,269.65
Webb,IH0035 A,8.24,16,76.42,87.83,2.95,2910.37,1244.15
Webb,IH0035 L,29.6,59,93.99,94.41,3.89,16653.54,947.44
Webb,IH0035 R,30.26,60,94.39,94.65,3.7,16822.24,929.37
Webb,IH0035 X,14.64,31,96.53,98.91,3.27,3654.19,1220.7
Webb,IH0069WA,17.19,37,99.66,99.77,4.14,7568.06,0.0
Webb,IH0069WL,16.52,29,96.35,98.89,4.16,12387.01,0.0
Webb,IH0069WR,16.55,30,96.48,96.48,4.24,12392.53,0.0
Webb,IH0069WX,18.3,37,99.15,99.15,4.06,6337.87,0.0
Webb,SH0044 K,0.12,4,26.0,78.75,1.48,1600.75,0.0
Webb,SL0020 L,5.0,10,87.1,100.0,2.91,12745.0,40.4
Webb,SL0020 R,4.5,9,82.78,100.0,2.76,12251.67,0.0
Webb,SS0259 L,0.32,1,27.0,99.0,1.84,18187.0,0.0
Webb,US0059 A,1.58,7,54.84,94.7,2.48,6250.15,1.51
Webb,US0059 L,10.18,17,95.31,95.31,3.92,18660.72,0.12
Webb,US0059 R,10.28,18,87.45,95.85,3.59,18710.97,0.12
Webb,US0059 X,0.47,2,99.0,99.0,3.5,5867.0,5.0
Webb,US0083 L,1.02,2,64.59,93.62,2.74,20974.0,55.49
Webb,US0083 R,3.71,7,29.45,89.42,1.84,19982.65,171.43
Wharton,US0059 A,1.45,3,0.0,83.07,0.0,4.0,92.53
Wharton,US0059 L,15.92,38,73.88,83.61,3.3,8301.44,285.16
Wharton,US0059 R,15.32,36,75.05,84.5,3.28,8285.4,310.56
Wheeler,FM3075 K,0.33,3,16.33,66.0,0.83,57.67,1228.33
Wheeler,IH0040 A,12.79,25,86.59,91.84,2.59,71.95,583.85
Wheeler,IH0040 L,808.42,1668,93.97,94.3,4.06,6384.5,321.72
Wheeler,IH0040 R,833.94,1721,92.96,93.81,4.0,6389.73,348.08
Wichita,BU0287JK,72.68,141,72.4,86.23,2.85,6869.68,3688.4
Wichita,FM0171 K,0.06,1,41.0,97.0,1.7,5072.0,0.0
Wichita,FM0369 L,9.08,27,58.26,94.34,2.41,7206.37,271.87
Wichita,FM0369 R,9.11,27,41.83,97.06,2.01,7205.31,301.76
Wichita,FM0890 K,0.62,6,19.67,95.67,0.82,3643.83,519.0
Wichita,FM2380 K,0.03,6,55.0,100.0,2.42,4143.33,0.67
Wichita,FM3492 L,0.17,2,64.5,100.0,2.1,585.0,88.5
Wichita,FM3492 R,0.17,2,31.0,81.0,1.65,585.0,88.5
Wichita,IH0044 A,28.99,58,80.63,85.33,2.63,525.89,1837.98
Wichita,IH0044 L,49.38,104,83.42,84.54,3.55,16531.08,1659.57
Wichita,IH0044 R,64.53,139,83.85,87.81,3.45,14749.54,1767.61
Wichita,IH0044 X,34.58,69,52.32,67.03,2.29,736.72,2208.94
Wichita,SH0079 L,11.28,36,42.29,77.19,2.19,6719.61,235.16
Wichita,SH0079 R,11.2,34,27.3,50.48,2.24,7505.26,79.31
Wichita,SH0079 X,3.28,8,89.97,91.46,2.92,699.96,1708.57
Wichita,SL0267 K,55.56,134,79.41,83.22,3.21,4006.06,2582.61
Wichita,SS0325 R,12.07,33,79.26,85.85,3.41,8436.16,1651.04
Wichita,SS0447 L,27.63,62,59.92,87.28,2.26,4200.89,167.65
Wichita,SS0447 R,26.53,59,65.2,89.94,2.29,4044.29,183.54
Wichita,US0082 A,79.0,206,57.27,92.56,2.31,3908.25,1103.6
Wichita,US0082 L,206.11,441,69.11,83.0,2.79,15883.19,1280.56
Wichita,US0082 R,214.0,460,69.3,82.29,2.77,15482.65,1372.79
Wichita,US0082 X,123.44,280,51.15,89.22,2.25,7235.24,1043.54
Wichita,US0277 A,0.6,3,0.0,21.67,1.13,99.0,54.33
Wichita,US0277 L,4.34,9,58.76,66.45,2.98,28854.5,466.4
Wichita,US0277 R,4.34,9,53.55,66.44,2.81,28853.83,466.58
Wichita,US0281 A,4.0,8,18.0,50.25,1.76,4037.12,3291.5
Wichita,US0281 K,1.63,28,71.97,75.6,3.25,6585.31,674.44
Wichita,US0281 L,87.57,176,81.66,87.63,3.42,8353.33,2414.91
Wichita,US0281 R,87.52,176,86.34,89.46,3.66,8351.55,2414.39
Wichita,US0281 X,16.0,32,55.91,65.47,2.4,2259.94,3268.25
Wichita,US0287 A,1.03,18,41.83,68.28,1.6,91.94,57.72
Wichita,US0287 L,327.9,734,74.34,79.12,3.67,6953.18,1597.07
Wichita,US0287 R,343.83,761,79.19,83.47,3.85,7010.43,1699.7
Wilbarger,BU0287FK,57.9,141,69.63,81.88,2.85,5200.39,3724.32
Wilbarger,BU0287FL,14.45,29,84.92,84.92,4.29,771.5,445.26
Wilbarger,BU0287FR,24.78,49,82.18,82.32,3.64,835.78,454.4
Wilbarger,SL0488 K,0.16,6,66.17,88.17,2.23,2243.0,0.0
Wilbarger,US0070 K,336.47,700,91.72,91.82,3.85,2162.33,535.28
Wilbarger,US0070 L,173.83,379,88.58,92.33,3.44,6217.3,858.31
Wilbarger,US0070 R,248.01,549,88.02,94.26,3.29,6542.83,858.05
Wilbarger,US0070 X,2.06,6,91.48,92.23,3.06,2486.28,961.63
Wilbarger,US0183 K,77.31,165,78.3,83.42,3.35,3020.16,3410.53
Wilbarger,US0283 K,3.02,7,60.04,60.04,3.52,1800.23,2241.21
Wilbarger,US0287 A,39.04,131,79.03,79.74,2.85,152.05,394.17
Wilbarger,US0287 L,524.85,1155,81.89,84.6,3.81,5904.49,663.11
Wilbarger,US0287 R,267.67,590,86.84,88.1,4.1,5457.79,514.99
Willacy,IH0069EL,0.5,1,100.0,100.0,4.56,5750.0,501.0
Willacy,IH0069ER,1.15,2,100.0,100.0,4.36,5750.0,322.19
Williamson,FM0734 L,1.5,3,96.98,96.98,4.32,16783.42,4453.16
Williamson,FM0734 R,1.5,3,94.33,94.33,4.23,18418.0,4155.33
Williamson,IH0035 A,3.49,7,99.57,99.57,3.99,1725.54,1000.17
Williamson,IH0035 L,0.84,2,100.0,100.0,4.1,41441.08,518.85
Williamson,IH0035 R,1.1,3,96.87,96.87,4.94,39934.45,1103.98
Williamson,IH0035 X,1.5,3,69.1,78.05,3.16,2548.24,1711.82
Williamson,SH0045 A,3.27,6,81.63,100.0,2.83,6710.71,2881.25
Williamson,SH0045 L,175.64,370,99.56,99.58,3.96,21315.56,1240.32
Williamson,SH0045 R,175.29,370,98.16,99.2,3.92,21290.09,1232.16
Williamson,SH0045 X,2.5,4,99.68,100.0,3.58,14347.66,982.59
Williamson,SH0130 A,9.73,32,96.11,97.05,3.47,2507.24,1666.07
Williamson,SH0130 L,242.12,501,95.72,95.73,4.13,9500.63,1057.13
Williamson,SH0130 R,243.22,506,95.67,95.67,4.14,9505.16,1053.03
Williamson,SH0130 X,11.79,33,100.0,100.0,3.83,2875.7,1846.74
Williamson,SH0195 K,1.09,2,98.0,98.0,4.06,1890.5,267.5
Williamson,SH0195 L,0.21,1,100.0,100.0,4.3,15023.0,979.0
Williamson,SH0195 R,0.88,4,91.88,100.0,3.23,16835.62,317.21
Williamson,SL0001 L,15.6,49,96.85,96.89,3.88,27863.54,0.0
Williamson,SL0001 R,15.64,49,99.64,99.65,4.05,27879.73,0.0
Williamson,US0183 L,82.48,179,93.78,98.59,3.72,50674.47,241.62
Williamson,US0183 R,80.72,173,90.22,96.78,3.79,51335.01,244.7
Wise,BU0380FK,7.46,16,73.76,95.0,2.81,6856.98,16772.87
Wise,FM1655 K,1.52,3,97.67,97.67,3.5,1919.67,14075.0
Wise,SH0101 K,28.03,70,73.16,91.15,2.92,9469.99,1432.28
Wise,SH0101 L,56.06,109,81.68,83.24,3.43,5557.56,396.37
Wise,SH0101 R,55.1,107,97.3,97.75,3.67,5570.09,402.3
Wise,SH0114 K,7.14,16,76.6,89.49,2.99,7430.47,22741.57
Wise,SH0114 L,73.79,168,90.66,90.81,4.03,8606.75,415.47
Wise,SH0114 R,48.75,100,91.53,93.35,3.83,8824.09,449.92
Wise,SL0373 K,0.04,2,1.0,100.0,0.1,3338.5,4.0
Wise,US0081 L,566.39,1198,80.11,83.89,3.5,11456.31,1332.26
Wise,US0081 R,676.48,1429,75.91,77.48,3.48,11364.08,1569.32
Wise,US0081 X,3.5,7,69.14,69.29,3.22,641.57,2074.71
Wise,US0380 L,342.12,729,85.5,94.35,3.63,7363.5,1259.94
Wise,US0380 R,345.88,729,90.36,96.42,3.62,7552.51,1501.96
Wood,FM0049 K,0.38,1,89.0,89.0,3.0,1175.0,3248.0
Wood,FM0514 K,0.5,1,88.0,88.0,3.3,959.0,1571.0
Wood,SH0154 K,0.71,2,34.31,34.31,4.03,4301.93,220.28
Yoakum,FM2055 K,0.15,5,83.0,100.0,2.66,2227.6,168.6
Young,SH0114 K,20.02,40,60.0,60.0,2.4,1500.0,160.3
Young,US0380 K,1.01,2,100.0,100.0,5.0,1083.5,8.5
